Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,MonthlyIncomeGroup,Working_Hours_Group,Experience_Group,Long_Term,Senior_Employee,High_Performer,Salary_Level
8382,58,,,,,4,11271,88,11,6,5,4,4,2,26,,1,45,3,3,2,3,22,2,,Very High,Normal,Expert,1,1,0,Level 2
8383,28,,,,,1,6636,83,13,1,5,3,2,4,21,,4,59,4,2,4,3,33,2,,High,High,,1,0,1,Level 1
8384,25,,,,,5,16729,26,2,14,7,2,4,1,41,,4,37,19,3,4,4,25,1,,,Normal,New,0,0,0,Level 4
8385,38,,,,,3,15559,50,29,13,8,3,3,3,52,,5,45,3,3,2,3,20,4,,,Normal,,1,0,0,Level 3
8386,26,,,,,4,3895,71,7,7,1,2,5,1,95,,3,42,8,2,4,2,1,3,,Medium,Normal,Senior,1,0,0,Level 1
8387,35,,,,,4,9371,40,29,8,6,4,5,4,80,,4,35,14,3,1,2,16,4,,Very High,Low,,1,0,1,Level 2
8388,24,,,,,1,9077,94,3,5,8,2,5,2,64,,4,57,0,1,2,3,2,4,,Very High,High,New,0,0,0,Level 2
8389,35,,,,,4,6763,80,13,6,5,4,3,3,45,,3,46,4,1,1,2,9,2,,High,High,,1,0,0,Level 1
8390,20,,,,,1,12767,18,6,4,6,4,5,4,13,,8,36,2,1,4,4,13,1,,,Normal,Senior,1,0,1,Level 3
8391,56,,,,,4,18589,30,9,3,8,2,1,1,30,,7,48,9,3,4,2,6,1,,,High,Expert,1,1,0,Level 4
8392,58,,,,,1,4553,36,23,3,9,3,1,4,71,,6,36,15,2,1,1,49,4,,Medium,Normal,,1,1,1,Level 1
8393,38,,,,,4,18069,78,20,2,3,1,5,2,12,,6,47,0,2,3,3,12,1,,,High,,1,0,0,Level 4
8394,56,,,,,3,16734,84,2,10,1,3,2,3,4,,7,43,3,2,3,1,41,1,,,Normal,New,0,1,0,Level 4
8395,36,,,,,3,14432,25,12,6,1,2,3,2,27,,2,35,14,1,3,4,13,4,,,Low,,1,0,0,Level 3
8396,45,,,,,1,10680,56,15,9,0,4,2,1,3,,3,55,0,2,2,2,8,1,,Very High,High,,1,0,0,Level 2
8397,41,,,,,3,18184,99,23,14,8,2,4,3,28,,8,57,11,1,1,2,41,1,,,High,,1,0,0,Level 4
8398,27,,,,,1,5395,53,24,3,9,3,2,1,74,,3,37,15,1,3,4,1,1,,Medium,Normal,,1,0,0,Level 1
8399,52,,,,,1,16510,61,16,1,3,2,2,3,31,,3,53,4,4,1,4,10,4,,,High,,1,1,0,Level 4
8400,21,,,,,2,6283,36,3,10,4,4,2,1,42,,5,57,8,4,1,3,1,3,,High,High,New,0,0,0,Level 1
8401,49,,,,,3,16463,44,27,1,3,2,5,3,13,,8,44,19,1,1,2,17,1,,,Normal,,1,0,0,Level 4
8402,39,,,,,2,13769,44,14,4,3,4,4,2,62,,9,36,7,1,4,2,21,3,,,Normal,,1,0,0,Level 3
8403,37,,,,,2,6161,47,23,14,5,4,4,1,2,,5,47,13,2,3,2,43,2,,High,High,,1,0,0,Level 1
8404,29,,,,,4,19402,44,1,1,5,2,5,1,70,,6,36,14,1,3,3,12,3,,,Normal,New,0,0,0,Level 4
8405,43,,,,,1,10686,51,16,10,0,3,1,2,91,,3,55,5,1,4,3,6,2,,Very High,High,,1,0,0,Level 2
8406,23,,,,,5,8951,67,27,2,0,3,1,1,45,,3,39,8,3,4,2,2,1,,High,Normal,,1,0,0,Level 2
8407,56,,,,,2,8382,44,24,4,6,1,4,3,96,,2,40,9,4,4,2,36,4,,High,Normal,,1,1,0,Level 2
8408,23,,,,,4,15123,40,23,4,0,1,3,2,81,,2,32,6,2,4,2,3,4,,,Low,,1,0,0,Level 3
8409,32,,,,,3,5333,20,6,11,0,3,5,3,92,,6,37,8,2,1,4,44,1,,Medium,Normal,Senior,1,0,0,Level 1
8410,44,,,,,5,7349,68,27,12,5,4,2,2,84,,1,42,16,4,1,1,18,1,,High,Normal,,1,0,0,Level 2
8411,32,,,,,1,10368,70,15,8,7,2,3,3,33,,8,50,9,1,3,2,30,2,,Very High,High,,1,0,0,Level 2
8412,37,,,,,4,19243,18,15,4,6,2,1,4,94,,9,52,4,1,1,3,20,3,,,High,,1,0,1,Level 4
8413,43,,,,,5,18949,93,3,3,5,2,4,1,43,,2,33,18,3,1,2,32,4,,,Low,New,0,0,0,Level 4
8414,21,,,,,1,14473,50,4,4,6,4,1,3,13,,6,46,11,4,4,2,21,3,,,High,Experienced,0,0,0,Level 3
8415,52,,,,,1,4263,77,24,5,1,3,4,1,17,,6,50,7,4,3,3,24,1,,Medium,High,,1,1,0,Level 1
8416,38,,,,,5,3918,17,17,5,5,3,5,2,44,,7,56,13,1,3,1,20,2,,Medium,High,,1,0,0,Level 1
8417,28,,,,,4,7915,71,13,13,8,4,4,4,44,,7,36,3,1,3,2,38,2,,High,Normal,,1,0,1,Level 2
8418,47,,,,,5,16124,94,2,4,3,4,3,3,89,,3,51,8,3,4,4,10,1,,,High,New,0,0,0,Level 4
8419,54,,,,,2,19381,30,1,10,1,3,3,3,24,,1,52,17,2,4,3,46,3,,,High,New,0,1,0,Level 4
8420,58,,,,,1,16234,54,20,2,8,2,3,1,53,,8,43,17,2,4,2,6,3,,,Normal,,1,1,0,Level 4
8421,29,,,,,3,3472,67,6,3,7,2,3,4,1,,7,32,9,1,2,2,17,1,,Medium,Low,Senior,1,0,1,Level 1
8422,20,,,,,5,11032,20,5,10,7,2,2,2,32,,3,41,6,4,1,2,37,1,,Very High,Normal,Experienced,1,0,0,Level 2
8423,40,,,,,5,13935,35,29,10,6,3,1,1,43,,7,37,5,3,2,4,2,4,,,Normal,,1,0,0,Level 3
8424,28,,,,,1,7324,91,6,3,7,2,5,2,85,,7,43,14,1,1,3,20,1,,High,Normal,Senior,1,0,0,Level 2
8425,34,,,,,1,8958,23,18,5,2,4,5,1,42,,5,56,9,2,2,2,15,4,,High,High,,1,0,0,Level 2
8426,54,,,,,5,14671,77,21,11,5,3,5,4,58,,9,55,12,2,4,3,29,1,,,High,,1,1,1,Level 3
8427,24,,,,,3,7822,57,1,2,6,3,1,1,39,,1,46,15,3,1,4,7,4,,High,High,New,0,0,0,Level 2
8428,41,,,,,1,8808,86,13,2,4,2,4,1,84,,2,54,8,3,1,4,36,1,,High,High,,1,0,0,Level 2
8429,42,,,,,1,13357,42,6,11,1,1,5,3,55,,9,30,5,1,2,2,47,4,,,Low,Senior,1,0,0,Level 3
8430,26,,,,,2,15324,59,20,12,9,3,5,3,1,,2,33,13,3,2,3,48,3,,,Low,,1,0,0,Level 3
8431,42,,,,,4,14593,72,29,10,6,4,2,1,94,,9,53,16,2,4,1,28,1,,,High,,1,0,0,Level 3
8432,44,,,,,2,15474,97,12,2,1,3,5,2,5,,8,57,10,4,2,2,25,2,,,High,,1,0,0,Level 3
8433,46,,,,,3,10551,43,29,11,8,2,5,4,53,,2,53,6,4,1,4,45,1,,Very High,High,,1,0,1,Level 2
8434,25,,,,,4,14230,68,10,6,8,4,4,3,69,,2,39,0,2,4,3,5,3,,,Normal,Expert,1,0,0,Level 3
8435,53,,,,,5,19106,71,25,8,9,1,5,1,92,,5,55,1,2,4,4,46,2,,,High,,1,1,0,Level 4
8436,28,,,,,3,18205,47,28,10,5,1,5,2,22,,1,40,19,2,1,4,30,2,,,Normal,,1,0,0,Level 4
8437,52,,,,,3,4449,84,29,6,3,2,1,2,57,,4,56,18,3,1,2,30,2,,Medium,High,,1,1,0,Level 1
8438,25,,,,,2,14655,78,19,4,9,4,2,2,97,,8,51,11,3,3,3,34,4,,,High,,1,0,0,Level 3
8439,56,,,,,4,7503,18,3,8,3,4,1,1,6,,3,40,11,2,3,4,7,2,,High,Normal,New,0,1,0,Level 2
8440,50,,,,,3,16306,30,15,4,4,1,5,4,4,,1,57,16,1,1,3,49,2,,,High,,1,1,1,Level 4
8441,53,,,,,4,13388,17,25,11,6,2,2,3,46,,5,40,9,2,2,3,17,4,,,Normal,,1,1,0,Level 3
8442,48,,,,,5,8381,77,14,9,7,2,4,2,47,,3,59,0,4,1,1,5,1,,High,High,,1,0,0,Level 2
8443,33,,,,,4,12572,95,4,8,9,1,1,1,93,,8,52,17,1,3,1,39,4,,,High,Experienced,0,0,0,Level 3
8444,55,,,,,2,14148,36,7,13,7,3,4,1,2,,3,42,2,2,1,2,14,4,,,Normal,Senior,1,1,0,Level 3
8445,55,,,,,2,10710,96,10,12,6,1,5,1,78,,1,41,16,1,3,3,9,4,,Very High,Normal,Expert,1,1,0,Level 2
8446,34,,,,,3,12331,32,14,4,5,4,5,4,71,,7,59,1,2,2,2,1,2,,,High,,1,0,1,Level 3
8447,27,,,,,4,10092,71,2,7,1,3,2,4,30,,4,38,1,3,1,1,19,3,,Very High,Normal,New,0,0,1,Level 2
8448,45,,,,,2,16008,39,1,13,7,3,4,1,22,,1,40,4,3,4,2,33,3,,,Normal,New,0,0,0,Level 4
8449,55,,,,,1,18986,42,26,11,3,3,5,1,79,,6,45,17,4,3,1,49,2,,,Normal,,1,1,0,Level 4
8450,40,,,,,2,4095,54,16,10,7,4,4,4,78,,5,46,15,2,2,1,18,1,,Medium,High,,1,0,1,Level 1
8451,47,,,,,5,12855,37,16,11,4,1,4,4,89,,3,36,4,2,2,4,8,2,,,Normal,,1,0,1,Level 3
8452,23,,,,,1,14065,22,13,9,2,3,2,3,48,,8,33,12,2,1,4,2,4,,,Low,,1,0,0,Level 3
8453,35,,,,,4,15430,27,1,6,5,2,2,3,36,,4,42,0,4,2,2,6,1,,,Normal,New,0,0,0,Level 3
8454,41,,,,,3,8087,58,6,1,1,2,5,1,92,,7,46,15,2,3,4,38,2,,High,High,Senior,1,0,0,Level 2
8455,31,,,,,1,8117,61,4,13,5,3,5,4,18,,6,41,7,2,1,3,29,1,,High,Normal,Experienced,0,0,1,Level 2
8456,35,,,,,2,14783,24,2,6,5,1,4,3,72,,9,30,5,4,1,4,4,3,,,Low,New,0,0,0,Level 3
8457,59,,,,,3,12790,55,29,8,0,4,1,1,31,,7,41,10,1,4,4,46,2,,,Normal,,1,1,0,Level 3
8458,57,,,,,3,19089,81,7,9,9,3,5,4,61,,9,50,11,3,2,3,7,3,,,High,Senior,1,1,1,Level 4
8459,56,,,,,3,9057,88,24,1,4,4,4,2,19,,7,45,12,2,1,4,22,1,,Very High,Normal,,1,1,0,Level 2
8460,48,,,,,3,19242,63,14,13,4,2,4,4,59,,2,39,8,3,3,3,44,4,,,Normal,,1,0,1,Level 4
8461,37,,,,,4,11897,78,23,5,7,2,3,3,10,,3,31,6,2,3,1,1,3,,Very High,Low,,1,0,0,Level 3
8462,29,,,,,4,12721,29,26,5,6,3,3,4,33,,8,40,17,4,1,2,17,4,,,Normal,,1,0,1,Level 3
8463,58,,,,,4,10638,75,25,8,8,4,1,3,95,,8,32,1,3,1,3,42,1,,Very High,Low,,1,1,0,Level 2
8464,37,,,,,2,10456,88,1,7,9,1,2,1,52,,2,37,19,3,2,1,40,3,,Very High,Normal,New,0,0,0,Level 2
8465,20,,,,,4,15907,66,10,5,2,2,1,4,48,,9,45,8,2,4,4,40,1,,,Normal,Expert,1,0,1,Level 4
8466,58,,,,,3,17884,99,6,13,0,4,1,1,64,,7,44,1,4,3,3,24,2,,,Normal,Senior,1,1,0,Level 4
8467,40,,,,,1,4848,60,8,12,6,1,5,3,38,,3,38,11,3,2,1,44,1,,Medium,Normal,Expert,1,0,0,Level 1
8468,20,,,,,1,6576,73,9,6,8,4,4,2,95,,6,43,13,4,4,2,29,1,,High,Normal,Expert,1,0,0,Level 1
8469,34,,,,,1,12738,62,11,8,9,2,1,4,67,,7,43,4,1,3,1,8,2,,,Normal,Expert,1,0,1,Level 3
8470,23,,,,,1,8869,53,24,6,9,2,2,3,53,,4,56,7,2,3,1,17,2,,High,High,,1,0,0,Level 2
8471,39,,,,,1,13798,56,6,10,6,3,4,3,67,,4,57,11,4,4,2,17,3,,,High,Senior,1,0,0,Level 3
8472,29,,,,,5,15225,65,8,5,9,4,5,3,22,,1,48,2,2,1,4,38,1,,,High,Expert,1,0,0,Level 3
8473,42,,,,,1,3344,64,24,10,6,2,3,2,62,,8,51,17,4,1,2,43,4,,Medium,High,,1,0,0,Level 1
8474,53,,,,,1,7227,80,16,1,9,4,1,2,56,,4,56,19,4,1,2,20,3,,High,High,,1,1,0,Level 2
8475,52,,,,,1,4234,55,17,12,5,3,4,4,88,,7,56,6,4,4,1,32,3,,Medium,High,,1,1,1,Level 1
8476,53,,,,,2,7812,72,24,8,4,2,3,1,35,,7,35,14,2,1,2,17,1,,High,Low,,1,1,0,Level 2
8477,58,,,,,5,12810,18,7,8,4,2,5,3,51,,1,47,16,3,1,1,26,2,,,High,Senior,1,1,0,Level 3
8478,29,,,,,1,7172,63,8,13,7,1,2,1,98,,5,57,6,2,1,3,30,3,,High,High,Expert,1,0,0,Level 1
8479,39,,,,,4,17262,17,8,6,8,3,5,4,18,,2,35,1,2,2,3,44,3,,,Low,Expert,1,0,1,Level 4
8480,20,,,,,2,12355,46,28,7,3,4,2,4,20,,7,41,13,4,1,2,48,1,,,Normal,,1,0,1,Level 3
8481,32,,,,,5,14391,61,26,7,9,4,2,2,83,,3,50,3,4,4,1,21,3,,,High,,1,0,0,Level 3
8482,20,,,,,4,18425,76,27,12,0,1,2,3,78,,1,31,10,1,3,4,48,2,,,Low,,1,0,0,Level 4
8483,24,,,,,4,11945,30,10,11,4,3,5,3,43,,2,36,5,2,1,2,23,1,,Very High,Normal,Expert,1,0,0,Level 3
8484,35,,,,,2,4590,82,22,2,3,4,1,3,31,,4,49,12,1,1,4,26,2,,Medium,High,,1,0,0,Level 1
8485,34,,,,,4,15354,32,9,14,3,4,3,4,32,,1,39,10,4,1,1,13,4,,,Normal,Expert,1,0,1,Level 3
8486,47,,,,,3,15438,20,19,14,0,1,4,3,59,,7,44,11,4,1,3,3,3,,,Normal,,1,0,0,Level 3
8487,50,,,,,2,15291,79,10,6,2,2,1,1,68,,7,57,0,4,4,3,1,3,,,High,Expert,1,1,0,Level 3
8488,42,,,,,2,6089,94,17,7,2,4,1,3,5,,8,45,0,4,4,2,22,1,,High,Normal,,1,0,0,Level 1
8489,36,,,,,3,13763,51,9,8,7,3,4,2,97,,2,31,8,4,3,3,45,4,,,Low,Expert,1,0,0,Level 3
8490,53,,,,,2,18868,87,14,13,5,4,4,4,0,,9,57,8,1,3,3,21,3,,,High,,1,1,1,Level 4
8491,32,,,,,4,14298,77,26,2,5,4,3,1,14,,8,31,9,2,1,4,43,2,,,Low,,1,0,0,Level 3
8492,33,,,,,4,15877,95,26,10,5,3,1,3,56,,2,36,4,1,3,2,38,2,,,Normal,,1,0,0,Level 4
8493,30,,,,,4,14100,73,2,8,7,3,3,1,0,,4,38,3,4,2,2,20,1,,,Normal,New,0,0,0,Level 3
8494,47,,,,,3,17864,48,3,11,4,2,1,1,18,,5,50,12,1,3,3,25,2,,,High,New,0,0,0,Level 4
8495,51,,,,,4,9866,51,27,2,2,4,4,3,21,,3,54,17,1,2,3,18,2,,Very High,High,,1,1,0,Level 2
8496,54,,,,,3,8858,48,20,9,0,2,2,4,25,,4,54,15,3,4,2,45,2,,High,High,,1,1,1,Level 2
8497,50,,,,,3,7128,59,24,2,7,3,3,2,5,,6,55,14,2,3,1,13,4,,High,High,,1,1,0,Level 1
8498,36,,,,,3,19819,15,27,3,9,1,3,3,59,,7,47,13,1,3,4,19,4,,,High,,1,0,0,Level 4
8499,28,,,,,2,9723,67,9,8,3,1,2,3,54,,4,39,17,2,1,2,1,1,,Very High,Normal,Expert,1,0,0,Level 2
8500,29,,,,,5,4073,76,19,11,2,2,1,2,65,,9,47,4,4,1,2,39,4,,Medium,High,,1,0,0,Level 1
8501,27,,,,,3,11861,29,18,6,7,4,2,3,46,,8,37,7,1,1,4,18,3,,Very High,Normal,,1,0,0,Level 3
8502,40,,,,,4,11654,65,18,13,9,2,2,2,45,,7,58,5,3,4,2,23,4,,Very High,High,,1,0,0,Level 3
8503,32,,,,,3,3376,28,11,9,6,4,5,1,98,,3,43,10,3,3,2,25,4,,Medium,Normal,Expert,1,0,0,Level 1
8504,24,,,,,1,5593,73,9,8,7,1,1,2,49,,1,43,17,2,3,1,45,4,,Medium,Normal,Expert,1,0,0,Level 1
8505,25,,,,,2,19819,66,12,10,1,1,2,1,76,,9,58,10,3,3,3,40,3,,,High,,1,0,0,Level 4
8506,49,,,,,4,5939,15,8,6,7,2,2,2,20,,7,35,16,3,1,4,43,1,,Medium,Low,Expert,1,0,0,Level 1
8507,50,,,,,2,10743,89,18,3,3,4,5,1,25,,9,37,18,2,2,1,17,4,,Very High,Normal,,1,1,0,Level 2
8508,36,,,,,2,13394,31,29,3,1,4,5,2,3,,6,39,8,2,1,2,42,3,,,Normal,,1,0,0,Level 3
8509,30,,,,,1,11182,70,8,2,3,4,5,1,98,,9,58,8,1,3,2,22,1,,Very High,High,Expert,1,0,0,Level 2
8510,39,,,,,3,16632,19,4,8,7,4,4,3,67,,2,48,0,2,4,1,36,2,,,High,Experienced,0,0,0,Level 4
8511,28,,,,,4,5207,31,6,10,5,1,3,2,52,,4,36,14,4,3,1,37,4,,Medium,Normal,Senior,1,0,0,Level 1
8512,21,,,,,5,17658,32,21,13,2,1,5,2,28,,8,59,0,1,2,3,16,2,,,High,,1,0,0,Level 4
8513,56,,,,,2,8495,69,16,5,6,1,1,1,23,,7,33,9,2,1,1,26,2,,High,Low,,1,1,0,Level 2
8514,20,,,,,5,18705,61,21,9,5,2,4,2,60,,1,49,4,1,3,1,32,2,,,High,,1,0,0,Level 4
8515,23,,,,,5,5516,94,13,5,4,1,3,2,86,,4,51,15,3,4,1,18,1,,Medium,High,,1,0,0,Level 1
8516,55,,,,,3,14645,63,26,5,5,3,4,2,65,,6,46,8,3,3,2,37,2,,,High,,1,1,0,Level 3
8517,44,,,,,5,5669,37,16,8,2,2,5,2,55,,4,57,16,1,4,2,30,3,,Medium,High,,1,0,0,Level 1
8518,22,,,,,4,16770,35,26,8,4,3,2,4,9,,6,47,8,1,3,4,21,1,,,High,,1,0,1,Level 4
8519,28,,,,,3,8099,43,23,12,2,4,2,2,68,,1,41,14,2,4,2,25,1,,High,Normal,,1,0,0,Level 2
8520,41,,,,,5,4144,74,24,2,1,3,4,1,53,,9,57,5,3,3,4,16,3,,Medium,High,,1,0,0,Level 1
8521,42,,,,,3,6008,60,21,8,1,4,3,2,19,,3,43,2,4,1,3,9,2,,High,Normal,,1,0,0,Level 1
8522,31,,,,,4,13751,24,29,13,1,1,3,4,66,,5,42,17,4,3,3,35,4,,,Normal,,1,0,1,Level 3
8523,29,,,,,2,6629,98,20,7,9,3,1,3,37,,3,37,14,4,2,3,32,2,,High,Normal,,1,0,0,Level 1
8524,53,,,,,1,16817,67,18,12,3,2,5,3,99,,8,56,3,2,2,2,38,1,,,High,,1,1,0,Level 4
8525,29,,,,,3,19193,21,21,12,1,4,2,3,99,,5,53,4,1,4,1,10,2,,,High,,1,0,0,Level 4
8526,49,,,,,1,17901,44,8,6,3,2,3,4,15,,7,44,15,1,2,3,2,1,,,Normal,Expert,1,0,1,Level 4
8527,41,,,,,2,11049,69,1,13,8,2,1,1,53,,3,59,0,1,2,3,24,4,,Very High,High,New,0,0,0,Level 2
8528,25,,,,,4,12219,79,6,3,2,2,4,2,2,,3,58,15,4,1,1,34,2,,,High,Senior,1,0,0,Level 3
8529,21,,,,,2,15278,35,18,5,4,1,1,2,63,,2,31,5,3,1,1,29,3,,,Low,,1,0,0,Level 3
8530,49,,,,,1,4936,21,2,13,1,2,2,2,92,,5,34,14,2,1,2,39,3,,Medium,Low,New,0,0,0,Level 1
8531,21,,,,,4,7847,58,8,2,6,3,5,4,27,,6,36,0,3,1,1,30,2,,High,Normal,Expert,1,0,1,Level 2
8532,51,,,,,5,4615,82,6,11,9,1,1,2,57,,2,47,14,2,3,3,41,2,,Medium,High,Senior,1,1,0,Level 1
8533,35,,,,,5,7296,29,6,14,4,4,4,1,29,,2,48,16,1,1,3,31,1,,High,High,Senior,1,0,0,Level 2
8534,31,,,,,3,19790,16,22,9,6,4,1,3,41,,6,44,8,4,1,2,46,4,,,Normal,,1,0,0,Level 4
8535,20,,,,,5,11986,17,25,5,2,2,4,1,64,,4,51,13,1,4,2,40,1,,Very High,High,,1,0,0,Level 3
8536,27,,,,,1,4116,62,14,8,5,4,1,2,74,,4,46,15,2,1,1,48,1,,Medium,High,,1,0,0,Level 1
8537,32,,,,,5,8783,82,29,5,2,4,2,2,71,,5,30,12,3,3,2,16,2,,High,Low,,1,0,0,Level 2
8538,34,,,,,3,7187,61,3,10,0,3,3,2,25,,8,32,16,1,3,3,30,2,,High,Low,New,0,0,0,Level 2
8539,27,,,,,4,16364,57,18,9,7,3,5,3,54,,4,57,19,4,2,4,35,1,,,High,,1,0,0,Level 4
8540,29,,,,,5,18433,41,5,12,8,2,4,2,56,,6,40,5,3,4,2,38,2,,,Normal,Experienced,1,0,0,Level 4
8541,24,,,,,3,13683,18,22,11,4,2,2,2,79,,9,52,4,4,4,2,11,2,,,High,,1,0,0,Level 3
8542,38,,,,,5,17913,50,25,1,0,3,4,1,90,,1,39,9,4,2,2,43,4,,,Normal,,1,0,0,Level 4
8543,57,,,,,5,5712,97,16,6,1,3,3,4,91,,6,44,6,3,1,2,6,3,,Medium,Normal,,1,1,1,Level 1
8544,30,,,,,1,19748,94,25,13,7,2,4,2,12,,3,58,3,2,1,1,18,1,,,High,,1,0,0,Level 4
8545,39,,,,,3,11387,66,18,8,6,3,3,3,40,,6,53,2,4,4,4,45,2,,Very High,High,,1,0,0,Level 2
8546,39,,,,,3,18374,59,9,12,3,2,3,1,96,,6,36,1,4,3,1,7,3,,,Normal,Expert,1,0,0,Level 4
8547,40,,,,,2,15497,65,25,7,2,1,4,4,80,,3,37,4,4,2,1,15,3,,,Normal,,1,0,1,Level 3
8548,37,,,,,2,15422,46,29,2,3,1,2,4,96,,4,51,7,2,3,3,43,1,,,High,,1,0,1,Level 3
8549,29,,,,,3,8503,16,22,13,4,4,1,2,47,,6,48,6,2,2,4,29,4,,High,High,,1,0,0,Level 2
8550,53,,,,,1,15881,31,1,2,3,4,2,4,84,,5,58,13,3,3,3,38,4,,,High,New,0,1,1,Level 4
8551,45,,,,,5,7599,37,11,11,8,2,2,3,44,,4,47,16,4,1,2,4,2,,High,High,Expert,1,0,0,Level 2
8552,49,,,,,4,15764,58,8,10,0,2,2,1,79,,3,57,14,4,4,3,29,1,,,High,Expert,1,0,0,Level 4
8553,28,,,,,5,8416,60,8,1,0,2,4,4,6,,2,47,6,1,2,2,16,4,,High,High,Expert,1,0,1,Level 2
8554,50,,,,,4,16693,26,24,1,9,4,1,2,30,,8,51,8,2,1,4,16,3,,,High,,1,1,0,Level 4
8555,23,,,,,1,15731,68,13,3,6,3,1,2,89,,9,58,4,3,3,4,5,3,,,High,,1,0,0,Level 4
8556,25,,,,,2,4985,27,29,3,2,3,3,1,79,,4,42,1,2,2,2,18,2,,Medium,Normal,,1,0,0,Level 1
8557,33,,,,,3,15677,88,8,11,3,4,1,3,79,,4,40,15,4,1,4,21,2,,,Normal,Expert,1,0,0,Level 3
8558,23,,,,,1,17250,82,16,8,0,1,2,1,85,,5,42,4,2,1,4,25,4,,,Normal,,1,0,0,Level 4
8559,45,,,,,4,5567,85,26,9,1,2,4,1,46,,4,36,3,3,1,2,1,1,,Medium,Normal,,1,0,0,Level 1
8560,58,,,,,3,7340,80,21,5,4,2,1,3,16,,8,57,19,3,1,4,36,3,,High,High,,1,1,0,Level 2
8561,36,,,,,4,11153,29,18,1,3,4,3,3,31,,2,31,19,2,4,3,42,4,,Very High,Low,,1,0,0,Level 2
8562,38,,,,,5,15084,76,9,14,2,2,1,2,24,,5,42,13,2,2,4,43,4,,,Normal,Expert,1,0,0,Level 3
8563,25,,,,,5,4590,87,12,2,1,3,4,1,87,,8,32,6,2,1,3,6,3,,Medium,Low,,1,0,0,Level 1
8564,48,,,,,5,15572,38,27,11,0,2,2,2,37,,4,59,10,2,2,2,4,3,,,High,,1,0,0,Level 3
8565,30,,,,,3,4616,84,22,4,0,3,1,3,56,,1,57,1,2,2,4,4,2,,Medium,High,,1,0,0,Level 1
8566,35,,,,,2,18568,75,3,9,0,4,4,1,8,,5,36,4,4,2,1,1,2,,,Normal,New,0,0,0,Level 4
8567,49,,,,,2,15402,85,1,12,6,1,3,1,67,,5,30,15,1,4,1,33,4,,,Low,New,0,0,0,Level 3
8568,44,,,,,4,16251,94,28,5,0,2,2,1,94,,9,39,0,2,3,4,3,3,,,Normal,,1,0,0,Level 4
8569,59,,,,,2,3752,95,21,9,1,4,3,3,69,,3,41,5,1,3,4,7,2,,Medium,Normal,,1,1,0,Level 1
8570,30,,,,,2,9934,86,20,13,1,2,5,3,92,,3,47,10,1,4,2,16,4,,Very High,High,,1,0,0,Level 2
8571,26,,,,,4,10985,17,29,13,7,3,3,4,44,,4,30,9,1,4,2,23,4,,Very High,Low,,1,0,1,Level 2
8572,45,,,,,4,6043,43,29,1,4,2,3,1,64,,5,55,15,1,4,1,16,2,,High,High,,1,0,0,Level 1
8573,41,,,,,4,10456,35,29,9,3,4,1,4,8,,9,46,0,4,4,1,1,3,,Very High,High,,1,0,1,Level 2
8574,44,,,,,3,11882,68,20,8,2,4,1,1,64,,4,44,15,4,3,4,45,4,,Very High,Normal,,1,0,0,Level 3
8575,38,,,,,4,17816,20,9,13,7,3,3,3,65,,9,36,19,2,1,4,2,2,,,Normal,Expert,1,0,0,Level 4
8576,50,,,,,3,9787,25,29,14,9,2,4,3,68,,7,44,7,3,1,3,44,4,,Very High,Normal,,1,1,0,Level 2
8577,45,,,,,3,16452,84,22,14,5,1,5,4,29,,5,54,10,4,4,1,44,1,,,High,,1,0,1,Level 4
8578,55,,,,,3,15569,41,8,11,6,4,1,4,99,,2,58,1,2,1,2,11,2,,,High,Expert,1,1,1,Level 3
8579,42,,,,,4,5337,91,25,1,4,2,2,4,10,,6,49,3,2,1,4,42,2,,Medium,High,,1,0,1,Level 1
8580,32,,,,,2,17004,74,13,7,4,3,4,3,17,,7,46,1,1,2,1,1,3,,,High,,1,0,0,Level 4
8581,44,,,,,2,13571,87,17,14,9,4,1,1,33,,4,50,5,1,4,1,14,1,,,High,,1,0,0,Level 3
8582,21,,,,,4,10815,86,23,5,7,2,2,2,47,,7,37,11,3,2,3,2,2,,Very High,Normal,,1,0,0,Level 2
8583,21,,,,,2,17738,41,7,10,0,3,2,4,5,,3,41,4,1,1,4,32,2,,,Normal,Senior,1,0,1,Level 4
8584,35,,,,,4,11223,46,15,8,2,2,3,4,24,,6,51,4,2,3,3,30,1,,Very High,High,,1,0,1,Level 2
8585,28,,,,,3,19148,47,14,4,6,3,5,2,24,,8,38,13,2,3,1,32,3,,,Normal,,1,0,0,Level 4
8586,47,,,,,5,7502,19,25,2,2,2,1,1,71,,1,42,14,2,4,3,16,1,,High,Normal,,1,0,0,Level 2
8587,32,,,,,1,18657,23,16,1,8,1,3,2,88,,6,32,4,4,4,1,43,3,,,Low,,1,0,0,Level 4
8588,54,,,,,4,5082,27,17,7,1,2,3,1,18,,9,40,14,4,2,4,27,3,,Medium,Normal,,1,1,0,Level 1
8589,32,,,,,3,6969,20,16,1,0,3,5,4,61,,7,43,2,1,1,3,37,4,,High,Normal,,1,0,1,Level 1
